Month,#Passengers
2198-05-01,46.75
2198-06-01,46.875
2198-07-01,47
2198-08-01,47.25
2198-09-01,47.375
2198-10-01,47.5
2198-11-01,47.75
2198-12-01,47.875
2199-01-01,48.125
2199-02-01,48.25
2199-03-01,49
2199-04-01,49.125
2199-05-01,49.125
2199-06-01,49
2199-07-01,49.125
2199-08-01,49.25
2199-09-01,49.375
2199-10-01,50.75
2199-11-01,50.75
2199-12-01,50.875
2200-01-01,51
2200-02-01,51.25
2200-03-01,51.25
2200-04-01,51.375
2200-05-01,51.375
2200-06-01,51.625
2200-07-01,51.875
2200-08-01,52.25
2200-09-01,52.375
2200-10-01,52.625
2200-11-01,52.75
2200-12-01,52.875
2201-01-01,53
2201-02-01,53.25
2201-03-01,53.5
2201-04-01,53.625
2201-05-01,53.75
2201-06-01,53.875
2201-07-01,54
2201-08-01,54.25
2201-09-01,54.375
2201-10-01,54.5
2201-11-01,54.5
2201-12-01,54.75
2202-01-01,54.875
2202-02-01,55
2202-03-01,55
2202-04-01,55.125
2202-05-01,55.25
2202-06-01,55.375
2202-07-01,55.5
2202-08-01,55.625
2202-09-01,55.5
2202-10-01,55.625
2202-11-01,55.875
2202-12-01,55.875
2203-01-01,56
2203-02-01,56
2203-03-01,56
2203-04-01,56
2203-05-01,56
2203-06-01,56
2203-07-01,56
2203-08-01,56.125
2203-09-01,56.125
2203-10-01,56.125
2203-11-01,56.125
2203-12-01,56.125
2204-01-01,56.125
2204-02-01,56
2204-03-01,56
2204-04-01,55.875
2204-05-01,56
2204-06-01,56
2204-07-01,56
2204-08-01,55.875
2204-09-01,55.875
2204-10-01,55.75
2204-11-01,55.625
2204-12-01,55.625
2205-01-01,55.625
2205-02-01,55.5
2205-03-01,55.25
2205-04-01,55.25
2205-05-01,55.125
2205-06-01,55
2205-07-01,55
2205-08-01,54.75
2205-09-01,54.625
2205-10-01,54.5
2205-11-01,54.375
2205-12-01,54.25
2206-01-01,54.125
2206-02-01,54
2206-03-01,53.875
2206-04-01,53.75
2206-05-01,53.625
2206-06-01,53.375
2206-07-01,53.125
2206-08-01,53
2206-09-01,52.875
2206-10-01,52.75
2206-11-01,52.625
2206-12-01,52.375
2207-01-01,52.125
2207-02-01,51.875
2207-03-01,51.5
2207-04-01,51.5
2207-05-01,51.375
2207-06-01,51.375
2207-07-01,51.25
2207-08-01,51
2207-09-01,50.875
2207-10-01,50.75
2207-11-01,50.75
2207-12-01,49.375
2208-01-01,49.25
2208-02-01,49.125
2208-03-01,49
2208-04-01,49.125
2208-05-01,49.125
2208-06-01,49.125
2208-07-01,49
2208-08-01,48.625
2208-09-01,48
2208-10-01,47.875
2208-11-01,47.75
2208-12-01,47.5
2209-01-01,47.375
2209-02-01,47.25
2209-03-01,47.375
2209-04-01,46.875
2209-05-01,47.25
2209-06-01,47.125
2209-07-01,47
2209-08-01,46.875
2209-09-01,46.25
2209-10-01,46.125
2209-11-01,46
2209-12-01,45.875
2210-01-01,46.25
2210-02-01,46.125
2210-03-01,45.625
2210-04-01,45.5
2210-05-01,45.375
2210-06-01,45.25
2210-07-01,45.25
2210-08-01,45.125
2210-09-01,45.125
2210-10-01,45
2210-11-01,44.875
2210-12-01,44.875
2211-01-01,44.875
2211-02-01,44.75
2211-03-01,44.75
2211-04-01,44.75
2211-05-01,44.75
2211-06-01,44.625
2211-07-01,44.625
2211-08-01,44.625
2211-09-01,44.625
2211-10-01,44.625
2211-11-01,44.625
2211-12-01,44.625
2212-01-01,44.625
2212-02-01,44.625
2212-03-01,44.75
2212-04-01,44.75
2212-05-01,44.75
2212-06-01,44.875
2212-07-01,44.875
2212-08-01,44.875
2212-09-01,45
2212-10-01,45
2212-11-01,45.125
2212-12-01,45.125
2213-01-01,45.25
2213-02-01,45.375
2213-03-01,45.375
2213-04-01,45.5
2213-05-01,45.625
2213-06-01,45.75
2213-07-01,46.25
2213-08-01,46.375
2213-09-01,46.5
2213-10-01,46.625
2213-11-01,46.25
2213-12-01,46.875
2214-01-01,47
2214-02-01,47.125
2214-03-01,47.25
2214-04-01,47
2214-05-01,47.125
2214-06-01,47.25
2214-07-01,47.375
2214-08-01,47.5
2214-09-01,47.75
2214-10-01,47.875
2214-11-01,48
2214-12-01,48.25
2215-01-01,49
2215-02-01,49
2215-03-01,49.125
2215-04-01,49.125
2215-05-01,49.25
2215-06-01,49.25
2215-07-01,49.25
